ID,AÑO,MES,DATE,NANDINA,IMPORTER,FACTURA,CUSTOMS,MODE OF TRANSPORT,TRANSPORT NAME,ORIGIN,DEPARTURE,QUANTITY,UNIT OF MEASUREMENT,FOB U$S,UNIT FOB U$S,CIF U$S,UNIT CIF U$S,FREIGHT U$S,NET W. (KG),GROSS W.(KG),DETAIL OF MERCHANDISE,BULTOS,NANDINA,IVA,OTHERS,SUPPLIER,SUPPLIER  -  ADDRESS,SUPPLIER  -  TOWN,SUPPLIER  -  CONTACT
I0352019000279343,2019,6,2019-06-20,0306179900,ANCLA Y VIENTO S.A.                     ,001-004-000000,BUENAVENTURA                  ,AEREO                    ,AGENTES PORTUARIOS S     ,ECUADOR             ,E.E.U.U.            ,"6,264.00",                    ,"25,369.20",4.05,"25,443.92",4.06,178.97,"6,264.00","6,994.80","""DO G5IM1906177233 DO 19348 DECLARACION 2 DE 2,FACTURA(S):001-004-000000082, PRODUCTO: CAMA""                            ",000001886,0       ,0       ,0       ,PESCARDEG S.A.                                              ,AV FRANCISCO DE ORELLANA ED BLUE TO                         ,GUAYAQUIL                               ,                                
I0352019000279375,2019,6,2019-06-20,0306179900,ANCLA Y VIENTO S.A.                     ,001-004-000000,BUENAVENTURA                  ,AEREO                    ,AGENTES PORTUARIOS S     ,ECUADOR             ,E.E.U.U.            ,"16,368.00",                    ,"104,933.64",6.41,"105,175.28",6.43,807.70,"16,368.00","18,277.60","""DO G5IM1906177233 DO 19348 DECLARACION 1 DE 2,FACTURA(S):001-004-000000082, PRODUCTO: CAMA""                            ",000001886,0       ,0       ,0       ,PESCARDEG S.A.                                              ,AV FRANCISCO DE ORELLANA ED BLUE TO                         ,GUAYAQUIL                               ,                                
I0352019000279450,2019,6,2019-06-20,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,AGENTES PORTUARIOS S     ,ECUADOR             ,ECUADOR             ,"25,720.00",                    ,"136,766.80",5.32,"138,224.90",5.37,90.43,"25,720.00","27,006.00","DO 2019242 DECLARACION(1-2) VISTO BUENO AUNAP NO. VANAP-19-01538 DE 2019-05-16, VISTO BUEN                              ",000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0352019000279451,2019,6,2019-06-20,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,AGENTES PORTUARIOS S     ,ECUADOR             ,ECUADOR             ,280.00,                    ,896.00,3.20,905.56,3.23,0.60,280.00,294.00,"DO 2019242 DECLARACION(2-2) VISTO BUENO AUNAP NO. VANAP-19-00771DE 2019-03-08, VISTO BUENO                              ",000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0372019000011234,2019,6,2019-06-21,0306179900,COMERCIALIZADORA FRESMAR S.A.S.         ,002-003-000000,IPIALES                       ,TERRESTRE                ,PROPIETARIOS DE CAMI     ,ECUADOR             ,ECUADOR             ,"28,000.00",                    ,"126,173.04",4.51,"127,744.71",4.56,309.94,"28,000.00","29,400.00","(D.O. 19-I-151 1/1) - CAMARON DE CULTIVO, PRECOCIDO, CONGELADO, PARA CONSUMO HUMANO, SIN M                              ",000001400,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0372019000011236,2019,6,2019-06-21,0306179900,MARKET MEAT WORLD S.A.S                 ,002-001-000011,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,"9,000.00",                    ,"56,020.00",6.22,"56,500.10",6.28,80.10,"9,000.00","9,990.00",PRODUCTO: CAMARON DE CULTIVO PRECOCIDO CONGELADO VARIAS TALLAS. DESTINO: SECTOR GASTRONOMI                              ,000000450,0       ,0       ,0       ,DEPRODEMAR CIA. LTDA                                        ,BELLAVISTA LOS RIOS S/N Y PANAMA                            ,ESMERALDAS                              ,                                
I0482019000457867,2019,6,2019-06-21,0306140000,ANCLA Y VIENTO S.A.                     ,72759         ,CARTAGENA ESPECIAL            ,MARITIMO                 ,SEABOARD DE COLOMBIA     ,CANADA              ,E.E.U.U.            ,27.22,                    ,541.49,19.89,569.02,20.90,22.12,27.22,42.00,"""G5IM1906177203 CLA 19343 DECLARACION 2 DE 5,FACTURA(S):72759 , PRODUCTO: PINZAS DE CANGREJ""                            ",000000543,15      ,19      ,0       ,QUIRCH FOODS LLC                                            ,"2701 S LE JEUNE RD, 12TH FLOOR CORAL GAB                    ",MIAMI                                   ,                                
I0372019000011345,2019,6,2019-06-25,0306179900,IMPORTADORA NARINENSE DE PESCADO S.A.S  ,S-001-001-0021,IPIALES                       ,TERRESTRE                ,SATENA S.A.              ,ECUADOR             ,ECUADOR             ,"1,980.00",                    ,"3,762.00",1.90,"3,801.56",1.92,1.94,"1,980.00","2,145.00",DIM 1/2 DO0768-IP19 PEDIDO 25/06/2019  PRODUCTO : CAMARON DE CULTIVO PRECOCIDO. CANTIDAD :                              ,000001250,0       ,0       ,0       ,PATSI LORENA YANEZ PEREZ - MARISCOS FRESCOS                 ,CDLA TOTORI MZ 566 VILLA 6                                  ,GUAYAQUIL                               ,                                
I0372019000011346,2019,6,2019-06-25,0306179900,IMPORTADORA NARINENSE DE PESCADO S.A.S  ,S-001-001-0021,IPIALES                       ,TERRESTRE                ,SATENA S.A.              ,ECUADOR             ,ECUADOR             ,"13,020.00",                    ,"23,436.00",1.80,"23,682.43",1.82,12.07,"13,020.00","14,105.00",DIM 2/2 DO0768-IP19 PEDIDO 25/06/2019 PRODUCTO : CAMARON DE CULTIVO CRUDO. CANTIDAD : 13.0                              ,000001250,0       ,0       ,0       ,PATSI LORENA YANEZ PEREZ - MARISCOS FRESCOS                 ,CDLA TOTORI MZ 566 VILLA 6                                  ,GUAYAQUIL                               ,                                
I0372019000011363,2019,6,2019-06-25,0306179900,MASTERSEA SAS                           ,002005-0000025,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,"6,800.00",                    ,"36,720.00",5.40,"37,152.60",5.46,65.40,"6,800.00","7,106.00",PRODUCTO: CAMARON DE CULTIVO CRUDO CONGELADO . DESTINO: SECTOR GASTRONOMICO. PARA CONSUMO                               ,000001300,0       ,0       ,0       ,PROCESADORA DE MARISCOS DE EL ORO PROMAORO S.A.             ,PARROQUIA JELI AV EUGENIO CAJAMARCA                         ,EL ORO                                  ,                                
I0372019000011364,2019,6,2019-06-25,0306179900,MASTERSEA SAS                           ,002005-0000025,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,"19,200.00",                    ,"96,000.00",5.00,"97,182.00",5.06,222.00,"19,200.00","20,064.00",PRODUCTO: CAMARON DE CULTIVO PRECOCIDO. DESTINO: SECTOR GASTRONOMICO - PARA CONSUMO HUMANO                              ,000001300,0       ,0       ,0       ,PROCESADORA DE MARISCOS DE EL ORO PROMAORO S.A.             ,PARROQUIA JELI AV EUGENIO CAJAMARCA                         ,EL ORO                                  ,                                
I0352019000288996,2019,6,2019-06-26,0306179900,COMERCIALIZADORA PUERTO AZUL S A S      ,002-001-000000,BUENAVENTURA                  ,MARITIMO                 ,MAERSK COLOMBIA S.A      ,ECUADOR             ,ECUADOR             ,"20,000.00",                    ,"124,512.40",6.23,"127,661.42",6.38,"1,903.90","20,000.00","21,000.00","DO BUN-109-19 PEDIDO PEDIDO I2248 DECLARACION 1 DE 1 /// PRODUCTO: CAMARON DE CULTIVO,CRUD                              ",000001000,0       ,0       ,0       ,EXPORT PACKERS COMPANY LIMITED                              ,"107 WALKER DRIVE, BRAMPTON,ONTARIO,                         ",ONTARIO                                 ,                                
I0372019000011474,2019,6,2019-06-26,0306179900,IMPORTADORA NARINENSE DE PESCADO S.A.S  ,S-001-001-0021,IPIALES                       ,TERRESTRE                ,SATENA S.A.              ,ECUADOR             ,ECUADOR             ,"29,000.00",                    ,"52,200.00",1.80,"52,611.00",1.81,111.00,"29,000.00","30,450.00",DIM 1/1 DO0776-IP19 PEDIDO 26/06/2019 PRODUCTO : CAMARON DE CULTIVO CRUDO. CANTIDAD : 29.0                              ,000001450,0       ,0       ,0       ,PATSI LORENA YANEZ PEREZ - MARISCOS FRESCOS                 ,CDLA TOTORI MZ 566 VILLA 6                                  ,GUAYAQUIL                               ,                                
I0032019001072521,2019,6,2019-06-27,0306320000,PESQUERA JARAMILLO LTDA                 ,1278240       ,BOGOTA                        ,AEREO                    ,AIR CANADA SUCURSAL      ,CANADA              ,CANADA              ,68.04,                    ,"1,021.47",15.01,"1,760.58",25.88,728.90,68.04,90.00,DO CITBOG19298 PEDIDO TRAMITE: LANGOSTA VIVA DECLARACION(1-1) FACTURA: 1278240 FECHA: 2019                              ,000000005,0       ,19      ,0       ,FISHERMANS MARKET INTERNATIONAL INC                         ,607 BENDFORT HIGWAY                                         ,HALIFAX                                 ,                                
I0352019000290946,2019,6,2019-06-27,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,S-001-002-0000,BUENAVENTURA                  ,MARITIMO                 ,FRONTIER AGENCIA MAR     ,ECUADOR             ,ECUADOR             ,"21,560.00",                    ,"118,418.00",5.49,"119,637.39",5.55,35.21,"21,560.00","22,204.69","DO 2019251 DECLARACION(4-4) VISTO BUENO AUNAP NO. VANAP-19-01895 DE 2019-06-20, VISTO BUEN                              ",000001242,0       ,0       ,0       ,EYCO S.A.                                                   ,CL 14 S/N Y AV. 27                                          ,MANTA                                   ,                                
I0352019000290947,2019,6,2019-06-27,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,S-001-002-0000,BUENAVENTURA                  ,MARITIMO                 ,FRONTIER AGENCIA MAR     ,ECUADOR             ,ECUADOR             ,"1,640.00",                    ,"6,940.00",4.23,"7,030.69",4.29,21.29,"1,640.00","1,689.04","DO 2019251 DECLARACION(3-4) VISTO BUENO AUNAP NO. VANAP-19-01618 DE 2019-05-23, VISTO BUEN                              ",000001242,0       ,0       ,0       ,EYCO S.A.                                                   ,CL 14 S/N Y AV. 27                                          ,MANTA                                   ,                                
I0372019000011704,2019,6,2019-06-28,0306179900,CORREA SALAZAR MARCELINO                ,001-002-000000,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,"10,056.00",                    ,"80,296.80",7.98,"80,911.28",8.05,188.49,"10,056.00","10,620.00",PRODUCTO: CAMARON DE CULTIVO PRECOCIDO. DESTINO: SECTOR GASTRONOMICO - PARA CONSUMO HUMANO                              ,000000419,0       ,0       ,0       ,COMERCIALIZADORA INTERNACIONAL DE MARISCOS MARGRANJA S.A.   ,COOP.MODELO AV. DE LOS COLONOS 110C                         ,SANTO DOMINGO                           ,                                
I0372019000011705,2019,6,2019-06-28,0306179900,CAMPEZ S.A.S.                           ,001-002-000000,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,"5,944.00",                    ,"26,005.72",4.38,"26,262.75",4.42,3.03,"5,944.00","6,330.00","PRODUCTO: CAMARON DE CULTIVO PRECOCIDO CONGELADO GRANDE, MEDIANO Y PEQUE?O. DESTINO: SECTO                              ",000000287,0       ,0       ,0       ,COMERCIALIZADORA INTERNACIONAL DE MARISCOS MARGRANJA SA     ,LOCALIZACION DOS ESTEROS PASAJE B Y                         ,SANTO DOMINGO                           ,                                
I0872019000130782,2019,6,2019-06-28,0306179900,HICO FISH S.A.S.                        ,CI-770        ,BARRANQUILLA ESPECIAL         ,MARITIMO                 ,CARIBBEAN AMERICAN S     ,E.E.U.U.            ,E.E.U.U.            ,"18,143.69",                    ,"140,000.00",7.72,"143,400.00",7.90,"2,000.00","18,143.69","18,144.00",1/4 DO 2019 059 PI 39 FACTURA COMERCIAL CI-770 DE 2019-06-02/ CONCEPTO DEL REGISTRO APROBA                              ,000007505,4       ,0       ,0       ,CORACLE INCORPORATION                                       ,40 SW 13 ST OF 703 MIAMI FL 33130                           ,MIAMI                                   ,                                
I0872019000130832,2019,6,2019-06-28,0306179900,HICO FISH S.A.S.                        ,CI-771        ,BARRANQUILLA ESPECIAL         ,MARITIMO                 ,CARIBBEAN AMERICAN S     ,E.E.U.U.            ,E.E.U.U.            ,"13,607.77",                    ,"180,000.00",13.23,"182,870.77",13.44,"1,070.77","13,607.77","13,607.77",3/4 DO 2019 059 PI 39 FACTURA COMERCIAL CI-771 DE 2019-06-15/ CONCEPTO DEL REGISTRO APROBA                              ,000007505,4       ,0       ,0       ,CORACLE INCORPORATION                                       ,40 SW 13 ST OF 703 MIAMI FL 33130                           ,MIAMI                                   ,                                
I0352019000302463,2019,7,2019-07-04,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,FRONTIER AGENCIA MAR     ,ECUADOR             ,ECUADOR             ,"11,900.00",                    ,"66,892.00",5.62,"67,568.94",5.68,8.02,"11,900.00","12,495.00","DO 2019253 DECLARACION(1-2) VISTO BUENO AUNAP NO. VANAP-19-01536 DE 2019-05-16, VISTO BUEN                              ",000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0352019000302464,2019,7,2019-07-04,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,FRONTIER AGENCIA MAR     ,ECUADOR             ,ECUADOR             ,"14,100.00",                    ,"84,916.20",6.02,"85,724.07",6.08,41.29,"14,100.00","14,805.00","DO 2019253 DECLARACION(2-2) VISTO BUENO AUNAP NO. VANAP-19-00771 DE 2019-03-08, VISTO BUEN                              ",000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0352019000304888,2019,7,2019-07-05,0306179900,ANCLA Y VIENTO S.A.                     ,001-004-000000,BUENAVENTURA                  ,MARITIMO                 ,FRONTIER AGENCIA MAR     ,ECUADOR             ,ECUADOR             ,"16,476.00",                    ,"106,613.21",6.47,"107,967.95",6.55,288.61,"16,476.00","18,482.50","""G5IM1907178621 CLA 19347 DECLARACION 1 DE 2,FACTURA(S):001-004-000000087 , PRODUCTO: CAMAR""                            ",000001886,0       ,0       ,0       ,PESCARDEG S.A.                                              ,AV FRANCISCO DE ORELLANA ED BLUE TO                         ,GUAYAQUIL                               ,                                
I0352019000304913,2019,7,2019-07-05,0306179900,ANCLA Y VIENTO S.A.                     ,001-004-000000,BUENAVENTURA                  ,MARITIMO                 ,FRONTIER AGENCIA MAR     ,ECUADOR             ,ECUADOR             ,"6,156.00",                    ,"24,931.80",4.05,"25,134.92",4.08,46.20,"6,156.00","6,789.90","""G5IM1907178621 CLA 19347 DECLARACION 2 DE 2,FACTURA(S):001-004-000000087 , PRODUCTO: CAMAR""                            ",000001886,0       ,0       ,0       ,PESCARDEG S.A.                                              ,AV FRANCISCO DE ORELLANA ED BLUE TO                         ,GUAYAQUIL                               ,                                
I0372019000012203,2019,7,2019-07-05,0306179900,LA TRIGALE?A LTDA                       ,002-001-000011,IPIALES                       ,TERRESTRE                ,CONSOLIDADORA Y TRAN     ,ECUADOR             ,ECUADOR             ,"11,580.00",                    ,"74,719.20",6.45,"75,319.58",6.50,146.81,"11,580.00","13,340.16","PRODUCTO: CAMARON PRECOCIDO DE CULTIVO. ESTADO DE CONSERVACION: CONGELADO. TALLAS: 41/50,                               ",000000579,0       ,0       ,0       ,DEPRODEMAR CIA LTDA                                         ,BELLAVISTA LOS RIOS S/N Y PANAMA                            ,ESMERALDAS                              ,                                
I0482019000491833,2019,7,2019-07-05,0306179900,COMERCIALIZADORA INTERNACIONAL ANTILLANA,002-003-000000,CARTAGENA ESPECIAL            ,MARITIMO                 ,SEABOARD DE COLOMBIA     ,ECUADOR             ,ECUADOR             ,"21,120.00",                    ,"145,670.60",6.90,"148,526.79",7.03,"1,399.48","21,120.00","26,100.00","""DO I-385-CTG/2019 PEDIDO 40/5799 DECLARACION 1 DE 1,FACTURA(S):002-003-000000419,IMPORTADO""                            ",000001056,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0372019000012286,2019,7,2019-07-06,0306179900,CAMPEZ S.A.S.                           ,001-002-000000,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,"10,500.00",                    ,"69,088.00",6.58,"69,657.44",6.63,121.44,"10,500.00","11,210.00",PRODUCTO: CAMARON DE CULTIVO CRUDO CONGELADO. DESTINO: SECTOR GASTRONOMICO. PARA CONSUMO H                              ,000000525,0       ,0       ,0       ,COMERCIALIZADORA INTERNACIONAL DE MARISCOS MARGRANJA SA     ,LOCALIZACION DOS ESTEROS PASAJE B Y                         ,SANTO DOMINGO                           ,                                
I0372019000012287,2019,7,2019-07-06,0306179900,CAMPEZ S.A.S.                           ,001-002-000000,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,"5,512.00",                    ,"31,700.80",5.75,"31,976.30",5.80,41.51,"5,512.00","5,860.00",PRODUCTO: CAMARON DE CULTIVO PRECOCIDO CONGELADO GRANDE Y PEQUE?O. DESTINO: SECTOR GASTRON                              ,000000257,0       ,0       ,0       ,COMERCIALIZADORA INTERNACIONAL DE MARISCOS MARGRANJA SA     ,LOCALIZACION DOS ESTEROS PASAJE B Y                         ,SANTO DOMINGO                           ,                                
I0352019000308057,2019,7,2019-07-08,0306179900,INTERMARES L SAS                        ,001-007-000014,BUENAVENTURA                  ,MARITIMO                 ,EDUARDO  L GERLEIN S     ,ECUADOR             ,ECUADOR             ,"21,060.00",                    ,"118,162.00",5.61,"120,380.98",5.72,"1,037.36","21,060.00","22,815.00","""DO I-206-BUN/2019 PEDIDO 14410 DECLARACION 1 DE 1,FACTURA(S):001-007-000014410, MERCANCIA""                             ",000001755,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0372019000012356,2019,7,2019-07-08,0306179900,INVERSIONES HURTADO PUENTES S.A.S.      ,002-001-000000,IPIALES                       ,TERRESTRE                ,SATENA S.A.              ,ECUADOR             ,ECUADOR             ,"10,000.00",                    ,"55,415.00",5.54,"55,842.08",5.58,127.07,"10,000.00","10,500.00",DIM 1/1 DO0839-IP19 PEDIDO 08/07/2019 PRODUCTO : CAMARON DE CULTIVO CRUDO PYD IQF. CANTIDA                              ,000000500,0       ,0       ,0       ,CAMAR-EXPO S.A.                                             ,VIA PEDERNALES-CHAMANGA KM  4 1/2                           ,PEDERNALES                              ,                                
I0482019000498373,2019,7,2019-07-08,0306179900,INTERMARES L SAS                        ,001-007-000014,CARTAGENA ESPECIAL            ,MARITIMO                 ,EDUARDO  L GERLEIN S     ,ECUADOR             ,ECUADOR             ,"23,472.00",                    ,"129,263.20",5.51,"131,814.05",5.62,"1,258.22","23,472.00","25,428.00","""DO I-442-CTG/2019 PEDIDO 14420 DECLARACION 1 DE 1,FACTURA(S):001-007-000014420,MERCANCIA N""                            ",000001956,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0372019000012406,2019,7,2019-07-09,0306179900,INVERSIONES OCEANOS COLOMBIA S.A.S      ,001-001-000005,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,"7,900.00",                    ,"13,116.00",1.66,"13,484.58",1.71,237.42,"7,900.00","8,665.00",PRODUCTO: CAMARON DE CULTIVO CRUDO CONGELADO . DESTINO: SECTOR GASTRONOMICO. PARA CONSUMO                               ,000001422,0       ,0       ,0       ,PACFISH S.A                                                 ,PARROQUIA CHONGON MZ 98 SOLAR 9                             ,GUAYAQUIL                               ,                                
I0372019000012523,2019,7,2019-07-10,0306179900,COMERCIALIZADORA FRESMAR S.A.S.         ,002-003-000000,IPIALES                       ,TERRESTRE                ,PROPIETARIOS DE CAMI     ,ECUADOR             ,ECUADOR             ,"16,500.00",                    ,"74,660.85",4.52,"75,594.96",4.58,187.50,"16,500.00","17,325.00","(D.O. 19-I-175 1/2) - 825 CAJAS.  - CAMARON DE CULTIVO, PRECOCIDO, CONGELADO, PARA CONSUMO                              ",000001400,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0372019000012524,2019,7,2019-07-10,0306179900,COMERCIALIZADORA FRESMAR S.A.S.         ,002-003-000000,IPIALES                       ,TERRESTRE                ,PROPIETARIOS DE CAMI     ,ECUADOR             ,ECUADOR             ,"11,500.00",                    ,"63,033.75",5.48,"63,739.79",5.54,75.70,"11,500.00","12,075.00","(D.O. 19-I-175 2/2) - 575 CAJAS.  - CAMARON DE CULTIVO, CRUDO, CONGELADO, PARA CONSUMO HUM                              ",000001400,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0482019000506587,2019,7,2019-07-10,0306171900,COMERCIALIZADORA INTERNACIONAL ANTILLANA,001-003-000000,CARTAGENA ESPECIAL            ,MARITIMO                 ,NAVEMAR SAS              ,ECUADOR             ,ECUADOR             ,"23,228.00",                    ,"181,234.21",7.80,"184,107.30",7.93,"1,060.75","23,228.00","26,994.00","""DO I-276-CTG/2019 PEDIDO 40/5660 DECLARACION 1 DE 1,FACTURA(S):001-003-000000304,IMPORTADO""                            ",000001052,0       ,0       ,0       ,EMPACADORA BILBO S.A BILBOSA                                ,KM 6  1/2 VIA MANTA-MONTECRISTI                             ,MANTA                                   ,                                
I0482019000507047,2019,7,2019-07-10,0306179100,COMERCIALIZADORA INTERNACIONAL ANTILLANA,COMZU00014    ,CARTAGENA ESPECIAL            ,MARITIMO                 ,EDUARDO  L GERLEIN S     ,VENEZUELA           ,VENEZUELA           ,"24,000.00",                    ,"141,708.00",5.90,"147,719.96",6.15,"4,594.88","24,000.00","26,000.00","""G5IM1906178069 CLA 19366 DECLARACION 1 DE 1,FACTURA(S):COMZU00014 , PRODUCTO: CAMARON COLA""                            ",000001200,0       ,0       ,0       ,COMERCIALIZACIONES DEL ZULIA C.A                            ,CALLE LARGA CASA NO S/N SECTOR LA ENSENA                    ,ZULIA                                   ,                                
I0352019000316046,2019,7,2019-07-11,0306179900,INTERMARES L SAS                        ,001-007-000014,BUENAVENTURA                  ,MARITIMO                 ,EDUARDO  L GERLEIN S     ,ECUADOR             ,ECUADOR             ,"23,239.27",                    ,"153,823.13",6.62,"156,139.47",6.72,778.11,"23,239.27","25,206.00","""DO I-227-BUN/2019 PEDIDO 14580 DECLARACION 1 DE 1,FACTURA(S):001-007-000014580,MERCANCIA N""                            ",000001933,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0372019000012637,2019,7,2019-07-12,0306179900,MASTERSEA SAS                           ,002005-0000026,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,"5,860.00",                    ,"34,046.60",5.81,"34,430.83",5.88,43.76,"5,860.00","6,123.70",PRODUCTO: CAMARON DE CULTIVO CRUDO CONGELADO . DESTINO: SECTOR GASTRONOMICO. PARA CONSUMO                               ,000001300,0       ,0       ,0       ,PROCESADORA DE MARISCOS DE EL ORO PROMAORO S.A.             ,PARROQUIA JELI AV EUGENIO CAJAMARCA                         ,EL ORO                                  ,                                
I0372019000012638,2019,7,2019-07-12,0306179900,MASTERSEA SAS                           ,002005-0000026,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,"20,140.00",                    ,"98,484.60",4.89,"99,714.02",4.95,244.57,"20,140.00","21,046.30",PRODUCTO: CAMARON DE CULTIVO PRECOCIDO. DESTINO: SECTOR GASTRONOMICO - PARA CONSUMO HUMANO                              ,000001300,0       ,0       ,0       ,PROCESADORA DE MARISCOS DE EL ORO PROMAORO S.A.             ,PARROQUIA JELI AV EUGENIO CAJAMARCA                         ,EL ORO                                  ,                                
I0372019000012811,2019,7,2019-07-15,0306179900,IMPORTADORA NARINENSE DE PESCADO S.A.S  ,002002-0000002,IPIALES                       ,TERRESTRE                ,SATENA S.A.              ,ECUADOR             ,ECUADOR             ,"1,500.00",                    ,"8,658.00",5.77,"8,733.47",5.82,11.11,"1,500.00","1,596.00",DIM 1/2 DO0854-IP19 PEDIDO 10/07/2019 PRODUCTO : CAMARON DE CULTIVO CRUDO. CANTIDAD : 1.50                              ,000000345,0       ,0       ,0       ,EXPORTADORA DE CAMARON ECUATORIANO EXCAMECOR CIA. LTDA.     ,"VIA PANAMERICANA, E/MANUELA SAENZ Y GUAR                    ",SANTA ROSA                              ,                                
I0372019000012812,2019,7,2019-07-15,0306179900,IMPORTADORA NARINENSE DE PESCADO S.A.S  ,002002-0000002,IPIALES                       ,TERRESTRE                ,SATENA S.A.              ,ECUADOR             ,ECUADOR             ,"5,400.00",                    ,"31,700.16",5.87,"31,976.48",5.92,40.68,"5,400.00","5,744.00",DIM 2/2 DO0854-IP19 PEDIDO 10/07/2019 PRODUCTO : CAMARON DE CULTIVO PRECOCIDO. CANTIDAD :                               ,000000345,0       ,0       ,0       ,EXPORTADORA DE CAMARON ECUATORIANO EXCAMECOR CIA. LTDA.     ,"VIA PANAMERICANA, E/MANUELA SAENZ Y GUAR                    ",SANTA ROSA                              ,                                
I0482019000518595,2019,7,2019-07-15,0306179100,COMERCIALIZADORA INTERNACIONAL ANTILLANA,COMZU00015    ,CARTAGENA ESPECIAL            ,MARITIMO                 ,HAPAG LLOYD COLOMBIA     ,VENEZUELA           ,VENEZUELA           ,"24,000.00",                    ,"138,139.20",5.76,"142,816.17",5.95,"3,295.58","24,000.00","26,000.00","""G5IM1906178057 CLA 19365 DECLARACION 1 DE 1,FACTURA(S):COMZU00015 , PRODUCTO: CAMARON COLA""                            ",000001200,0       ,0       ,0       ,COMERCIALIZACIONES DEL ZULIA C.A                            ,CALLE LARGA CASA NO S/N SECTOR LA ENSENA                    ,ZULIA                                   ,                                
I0352019000322456,2019,7,2019-07-16,0306179900,INTERMARES L SAS                        ,001-007-000014,BUENAVENTURA                  ,MARITIMO                 ,CIA TRANSPORTADORA       ,ECUADOR             ,ECUADOR             ,"22,284.73",                    ,"125,330.95",5.62,"127,460.57",5.72,876.31,"22,284.73","24,910.00","""DO I-249-BUN/2019 PEDIDO 14700 DECLARACION 1 DE 1,FACTURA(S):001-007-000014700,MERCANCIA N""                            ",000001530,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
